NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	180.966	64.611	28.38	52.032	0.46	0.725	30000.0
2	180.732	64.84	27.17	52.479	0.462	0.715	20000.0
3	175.024	63.454	26.236	50.368	0.463	0.737	20000.0
4	184.079	66.054	28.285	53.689	0.484	0.704	20000.0
5	179.682	65.592	27.356	52.702	0.491	0.707	20000.0
6	181.032	63.953	27.554	52.185	0.463	0.721	20000.0
7	177.523	62.826	27.039	51.356	0.444	0.735	20000.0
8	182.183	64.411	27.704	51.671	0.462	0.727	40000.0
9	177.997	64.375	26.314	51.335	0.468	0.729	20000.0
10	187.391	65.756	29.109	53.622	0.469	0.715	20000.0
11	181.012	64.771	27.589	52.064	0.46	0.722	20000.0
12	176.889	64.476	27.716	52.112	0.482	0.718	20000.0
13	180.08	65.516	27.071	52.033	0.478	0.714	20000.0
14	185.84	66.679	28.386	53.445	0.487	0.705	20000.0
15	171.789	62.058	25.871	50.301	0.443	0.737	30000.0
16	177.793	65.037	26.886	52.452	0.481	0.711	30000.0
17	185.15	65.547	28.529	53.088	0.48	0.713	30000.0
18	175.737	63.126	26.988	51.098	0.454	0.735	20000.0
19	177.988	63.181	27.264	51.963	0.45	0.725	20000.0
20	177.181	63.099	27.176	51.366	0.466	0.728	40000.0
21	177.601	63.638	26.355	50.904	0.448	0.731	30000.0
22	178.408	64.776	27.231	52.589	0.483	0.711	30000.0
23	174.036	63.145	26.615	51.237	0.454	0.728	20000.0
24	183.779	64.765	27.78	52.027	0.459	0.725	30000.0
25	179.255	64.296	27.737	52.172	0.463	0.721	20000.0
26	178.467	63.582	26.671	50.872	0.458	0.729	20000.0
27	180.814	64.762	28.576	53.02	0.476	0.715	20000.0
28	177.493	62.925	27.013	51.124	0.441	0.73	30000.0
29	183.778	64.979	27.954	52.196	0.467	0.725	40000.0
30	177.503	63.833	27.008	51.019	0.469	0.733	30000.0
31	185.777	66.107	28.296	52.758	0.479	0.715	30000.0
32	182.492	64.794	28.09	52.682	0.471	0.712	20000.0
33	181.528	65.505	27.707	52.593	0.487	0.715	30000.0
34	174.731	63.383	26.199	51.157	0.465	0.72	40000.0
35	180.817	64.463	27.423	51.969	0.478	0.721	30000.0
36	174.504	62.991	26.981	51.398	0.467	0.731	20000.0
37	176.459	64.503	26.998	51.774	0.465	0.718	20000.0
38	184.578	64.594	28.168	52.231	0.461	0.725	40000.0
39	178.191	64.546	26.973	52.312	0.468	0.713	20000.0
40	181.254	64.746	27.275	51.839	0.452	0.724	40000.0
41	177.468	63.887	27.087	51.804	0.463	0.726	40000.0
42	181.629	64.525	27.195	51.756	0.468	0.725	20000.0
43	178.819	64.002	27.098	51.959	0.468	0.723	40000.0
44	178.534	64.312	26.85	51.773	0.46	0.723	30000.0
45	184.183	64.941	27.675	52.181	0.46	0.714	30000.0
46	180.838	64.637	27.17	52.244	0.482	0.714	30000.0
47	182.501	65.278	27.918	52.619	0.469	0.714	30000.0
48	185.032	65.636	28.428	52.778	0.484	0.716	20000.0
49	173.417	62.277	26.293	50.652	0.452	0.735	40000.0
50	178.372	64.638	27.629	52.519	0.473	0.714	20000.0
51	179.229	65.148	27.366	52.655	0.479	0.707	20000.0
52	176.363	62.188	26.581	50.576	0.441	0.736	30000.0
53	180.76	63.872	27.79	52.166	0.462	0.723	20000.0
54	181.515	64.559	27.097	51.91	0.469	0.719	20000.0
55	174.611	63.305	26.528	51.431	0.481	0.722	20000.0
56	180.238	66.323	27.549	52.424	0.489	0.715	20000.0
57	180.263	65.088	27.596	52.236	0.476	0.718	30000.0
58	181.75	65.072	27.387	51.657	0.473	0.727	30000.0
59	176.337	63.853	26.378	51.221	0.454	0.727	20000.0
60	181.925	64.546	28.371	52.753	0.467	0.717	30000.0
61	182.624	65.485	27.757	53.235	0.47	0.709	30000.0
62	175.166	63.944	26.855	51.693	0.462	0.722	40000.0
63	176.357	62.585	26.663	50.813	0.439	0.738	30000.0
64	182.704	64.488	27.834	52.246	0.48	0.717	20000.0
65	182.314	65.151	28.019	51.997	0.488	0.725	20000.0
66	180.136	63.474	27.156	51.261	0.467	0.725	20000.0
67	180.523	64.079	27.542	51.897	0.465	0.722	20000.0
68	179.158	64.065	27.534	51.706	0.453	0.729	30000.0
69	176.566	65.463	27.475	53.288	0.492	0.706	30000.0
70	176.201	63.996	26.483	51.315	0.459	0.724	20000.0
71	179.796	64.801	27.006	52.114	0.476	0.719	20000.0
72	180.064	64.23	27.71	52.661	0.47	0.714	20000.0
73	177.735	63.901	26.702	50.998	0.457	0.73	20000.0
74	174.603	63.196	26.304	51.428	0.458	0.727	20000.0
75	180.653	64.098	27.172	51.259	0.46	0.73	20000.0
76	178.46	63.506	26.455	50.616	0.451	0.739	20000.0
77	177.229	64.424	26.966	51.636	0.48	0.723	20000.0
78	174.29	62.906	26.218	50.394	0.455	0.736	20000.0
79	182.957	64.637	28.142	52.281	0.471	0.72	20000.0
80	182.563	66.568	27.506	53.043	0.499	0.705	20000.0
81	182.778	64.778	28.087	52.267	0.465	0.721	20000.0
82	179.302	64.267	27.058	52.098	0.46	0.723	30000.0
83	185.362	65.102	28.46	52.758	0.482	0.717	20000.0
84	181.564	65.823	27.804	52.143	0.48	0.719	20000.0
85	182.125	65.009	27.862	53.094	0.472	0.711	40000.0
86	175.388	64.35	26.939	52.389	0.476	0.711	30000.0
87	176.982	64.145	26.548	51.464	0.461	0.72	20000.0
88	183.923	64.048	28.041	51.339	0.468	0.732	20000.0
89	183.219	65.496	27.84	52.853	0.475	0.71	20000.0
90	177.086	63.121	26.621	50.8	0.455	0.738	20000.0
91	180.395	64.19	27.079	50.868	0.449	0.736	30000.0
92	176.603	62.512	27.099	50.919	0.465	0.734	20000.0
93	175.754	62.217	26.906	50.634	0.447	0.74	20000.0
94	183.836	64.051	28.075	52.156	0.459	0.724	20000.0
95	177.482	65.398	26.922	51.957	0.482	0.713	20000.0
96	175.576	63.503	26.564	51.186	0.45	0.728	20000.0
97	177.454	63.734	27.756	51.886	0.463	0.726	20000.0
98	176.472	62.97	26.614	50.614	0.439	0.739	20000.0
99	178.98	63.991	27.719	52.334	0.459	0.719	20000.0
100	175.536	63.614	27.013	51.167	0.466	0.729	40000.0
