NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.455	52.29	1.662	41.227	0.329	0.897	20000.0
2	3.209	47.095	1.447	36.286	0.346	0.902	40000.0
3	4.062	56.805	1.825	43.578	0.384	0.87	20000.0
4	3.166	44.881	1.394	33.644	0.328	0.93	20000.0
5	3.61	54.244	1.681	40.597	0.374	0.902	20000.0
6	3.5	53.629	1.708	42.65	0.428	0.869	40000.0
7	3.311	43.339	1.532	34.637	0.259	0.929	30000.0
8	3.941	63.27	1.766	45.809	0.469	0.836	20000.0
9	3.892	62.785	1.747	44.369	0.5	0.839	40000.0
10	4.023	54.918	1.732	40.389	0.416	0.879	20000.0
11	3.636	56.782	1.663	42.279	0.417	0.891	20000.0
12	3.196	48.794	1.551	39.465	0.435	0.86	20000.0
13	3.377	45.784	1.523	32.189	0.335	0.924	20000.0
14	3.852	53.434	1.691	41.539	0.414	0.884	30000.0
15	3.915	57.365	1.769	41.33	0.38	0.898	30000.0
16	3.943	59.516	1.797	45.135	0.478	0.859	30000.0
17	2.92	41.921	1.389	32.134	0.27	0.94	30000.0
18	3.636	56.601	1.782	42.498	0.452	0.869	30000.0
19	4.455	69.307	1.916	47.849	0.495	0.84	20000.0
20	2.99	47.215	1.434	36.211	0.329	0.905	40000.0
21	4.434	63.925	1.915	45.885	0.477	0.878	20000.0
22	4.043	64.164	1.925	48.725	0.444	0.848	20000.0
23	3.421	51.001	1.464	36.634	0.403	0.901	30000.0
24	3.257	49.657	1.475	37.544	0.359	0.903	30000.0
25	3.238	48.833	1.449	37.304	0.352	0.89	30000.0
26	4.085	64.124	1.845	48.644	0.495	0.841	20000.0
27	4.067	61.235	1.88	45.819	0.429	0.874	40000.0
28	3.773	54.938	1.686	40.185	0.42	0.893	60000.0
29	4.145	60.08	1.893	41.96	0.412	0.875	20000.0
30	4.046	58.088	1.876	43.906	0.403	0.881	20000.0
31	3.938	57.09	1.705	39.492	0.399	0.885	20000.0
32	3.486	44.487	1.495	33.838	0.311	0.915	50000.0
33	3.296	47.997	1.592	37.78	0.334	0.901	30000.0
34	4.013	60.789	1.756	44.39	0.408	0.884	20000.0
35	3.977	62.987	1.719	45.159	0.48	0.84	40000.0
36	3.751	53.487	1.63	40.379	0.376	0.887	20000.0
37	4.097	58.054	1.823	43.5	0.406	0.885	30000.0
38	2.844	45.153	1.401	33.753	0.353	0.909	30000.0
39	4.777	69.68	2.138	48.934	0.551	0.838	20000.0
40	3.454	52.209	1.549	38.801	0.389	0.89	40000.0
41	4.009	63.634	1.8	44.566	0.479	0.86	30000.0
42	2.705	37.261	1.193	25.505	0.257	0.941	20000.0
43	3.319	54.483	1.506	37.835	0.431	0.892	30000.0
44	3.415	50.487	1.569	36.866	0.334	0.904	20000.0
45	3.876	67.373	1.734	47.996	0.547	0.829	20000.0
46	3.977	62.758	1.848	46.04	0.472	0.843	20000.0
47	3.108	46.528	1.42	34.545	0.303	0.919	30000.0
48	3.32	50.383	1.538	37.969	0.4	0.87	20000.0
49	4.189	65.886	1.72	45.063	0.521	0.853	20000.0
50	3.522	53.758	1.541	38.213	0.36	0.909	20000.0
51	3.887	54.351	1.687	39.952	0.408	0.874	20000.0
52	3.228	52.982	1.492	39.492	0.391	0.882	30000.0
53	2.911	43.217	1.298	30.991	0.295	0.943	20000.0
54	2.68	37.597	1.231	30.016	0.255	0.943	20000.0
55	4.056	67.35	1.733	44.442	0.524	0.851	30000.0
56	2.741	40.84	1.213	31.323	0.297	0.924	30000.0
57	2.853	48.408	1.314	34.232	0.351	0.919	20000.0
58	3.897	58.603	1.771	40.744	0.424	0.897	30000.0
59	4.93	74.224	2.162	53.996	0.519	0.811	20000.0
60	4.599	69.865	1.972	48.167	0.506	0.849	20000.0
61	3.657	48.593	1.634	38.82	0.328	0.895	20000.0
62	3.562	53.936	1.69	40.846	0.361	0.888	20000.0
63	3.304	49.353	1.647	38.08	0.315	0.899	20000.0
64	4.358	69.392	1.837	47.974	0.529	0.849	30000.0
65	2.704	39.15	1.366	28.563	0.256	0.957	30000.0
66	4.299	65.474	1.825	48.361	0.463	0.863	30000.0
67	4.602	68.432	2.044	47.756	0.522	0.826	30000.0
68	3.598	58.295	1.647	41.809	0.421	0.88	20000.0
69	4.138	58.896	1.792	43.994	0.411	0.865	30000.0
70	3.602	57.068	1.668	42.475	0.418	0.877	20000.0
71	4.076	61.511	1.74	42.778	0.463	0.866	30000.0
72	4.356	67.363	1.792	48.466	0.487	0.844	40000.0
73	3.493	53.812	1.689	41.14	0.386	0.872	20000.0
74	4.216	62.811	1.903	45.838	0.461	0.859	20000.0
75	4.192	62.592	1.994	46.77	0.433	0.856	30000.0
76	3.426	50.727	1.614	39.516	0.355	0.901	30000.0
77	3.41	50.68	1.574	36.991	0.347	0.903	30000.0
78	3.727	53.927	1.739	38.73	0.386	0.907	20000.0
79	3.401	50.778	1.54	36.856	0.414	0.901	20000.0
80	4.31	62.936	1.991	47.851	0.447	0.856	30000.0
81	3.59	55.532	1.602	42.361	0.425	0.88	20000.0
82	3.911	59.17	1.757	46.811	0.424	0.857	30000.0
83	3.973	62.867	1.843	46.121	0.529	0.832	20000.0
84	4.069	65.959	1.886	48.69	0.472	0.856	30000.0
85	3.327	54.549	1.556	36.884	0.427	0.899	20000.0
86	2.481	36.264	1.307	32.371	0.247	0.923	20000.0
87	4.066	60.912	1.838	44.168	0.41	0.883	30000.0
88	2.633	41.906	1.188	30.986	0.331	0.93	30000.0
89	3.286	47.331	1.468	33.829	0.33	0.905	30000.0
90	4.133	65.789	1.85	47.149	0.479	0.843	20000.0
91	5.016	73.927	2.192	53.215	0.563	0.83	30000.0
92	4.181	61.459	1.826	44.026	0.457	0.869	20000.0
93	3.802	57.05	1.653	41.537	0.438	0.875	20000.0
94	3.392	52.055	1.523	37.796	0.349	0.904	20000.0
95	4.066	60.513	1.823	45.752	0.421	0.882	50000.0
96	4.532	59.114	1.958	43.356	0.421	0.883	40000.0
97	3.457	57.416	1.558	43.432	0.495	0.847	30000.0
98	3.326	50.466	1.4	35.092	0.388	0.903	20000.0
99	4.194	65.452	1.912	50.805	0.463	0.843	20000.0
100	3.91	59.332	1.82	42.923	0.423	0.881	70000.0
