NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	12.426	109.496	4.09	71.19	1.125	0.644	30000.0
2	12.892	119.406	4.068	74.157	1.358	0.587	50000.0
3	13.613	117.063	4.417	74.904	1.246	0.616	20000.0
4	13.417	120.426	4.05	74.489	1.32	0.597	20000.0
5	12.995	117.726	4.258	74.875	1.309	0.592	40000.0
6	12.896	116.34	4.092	73.404	1.263	0.62	30000.0
7	14.65	125.433	4.364	77.828	1.364	0.565	30000.0
8	12.422	113.597	3.968	72.265	1.186	0.635	30000.0
9	13.92	124.313	4.128	76.897	1.39	0.568	30000.0
10	13.82	125.061	4.233	77.941	1.406	0.551	40000.0
11	13.745	120.502	4.261	74.511	1.264	0.608	20000.0
12	13.26	118.195	3.892	71.684	1.317	0.63	20000.0
13	13.416	119.444	4.069	72.953	1.317	0.618	40000.0
14	13.98	119.765	4.262	74.677	1.275	0.605	20000.0
15	13.773	125.069	4.097	77.765	1.375	0.556	30000.0
16	13.533	122.301	4.167	75.423	1.315	0.583	20000.0
17	13.225	116.913	3.981	74.172	1.249	0.594	30000.0
18	14.136	125.808	4.458	78.635	1.431	0.55	20000.0
19	13.797	121.531	4.383	76.965	1.254	0.586	40000.0
20	12.824	112.647	4.096	71.436	1.168	0.652	20000.0
21	13.507	124.077	4.251	77.13	1.362	0.567	30000.0
22	14.002	125.145	4.178	77.475	1.351	0.568	30000.0
23	13.336	119.07	4.13	75.006	1.279	0.608	20000.0
24	12.897	113.367	3.966	70.807	1.191	0.658	20000.0
25	13.215	116.758	3.894	72.167	1.243	0.627	20000.0
26	13.576	123.65	4.173	76.774	1.336	0.566	20000.0
27	13.372	120.997	4.278	75.472	1.292	0.59	30000.0
28	13.592	122.553	4.199	76.395	1.376	0.576	20000.0
29	13.328	119.481	4.207	75.686	1.322	0.583	30000.0
30	13.125	119.172	4.233	73.527	1.242	0.624	50000.0
