MutationType	ID83A	ID83B	ID83C	ID83D	ID83E	ID83F	ID83G	ID83H	ID83I
2:Ins:R:5	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
3:Ins:R:0	0.0039023217202912974	0.0030359835425900882	0.009294995944842984	0.004229599393815704	0.013175621048625175	0.008403071703937144	0.04195962163372187	0.000114400793643199	0.006255221370063282
3:Ins:R:1	0.003620613016451415	0.012372781096934737	0.010746467010851352	0.0008351924069565378	0.006065431671451621	0.004247022424067408	0.014187222799395726	0.011796478879782985	0.04059219001432932
3:Ins:R:2	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
3:Ins:R:3	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
3:Ins:R:4	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
3:Ins:R:5	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
4:Ins:R:0	0.0010553804324740668	0.006389435057918717	0.007764515468348812	0.0006406707240739707	0.001593913958452564	8.439557934991625e-06	0.013255641003709115	0.0012043438473585866	0.008699153396807838
4:Ins:R:1	5.179515261488632e-06	6.3792164604592475e-06	3.5024046851450663e-06	0.03236685582072937	7.521180606318012e-06	0.0006113697319979439	0.0003199300726299725	1.0831714876218257e-05	1.1729975148568884e-05
4:Ins:R:2	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
4:Ins:R:3	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
4:Ins:R:4	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
4:Ins:R:5	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
5:Ins:R:0	0.049314017345479896	0.010800439438093692	0.027213402417309008	0.006190116462235175	0.02440272011754672	0.02948374221685351	0.00884465317746391	0.018556843021202127	0.11811084537518923
5:Ins:R:1	4.853852691297789e-06	0.050748255049302	0.003898560449247561	0.0003698973790374166	0.015685177292787407	0.035325166601946595	0.004010690485765678	0.025264065000045265	0.010617932873961289
5:Ins:R:2	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
5:Ins:R:3	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
5:Ins:R:4	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
5:Ins:R:5	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
2:Del:M:1	0.0035400674692021993	0.01831635491265388	0.015649180391672686	0.07078048522257972	0.032640624428696044	0.018689556006334273	0.208779340090789	0.012754162640622926	0.018867678488018104
3:Del:M:1	5.315639465095501e-06	0.001830490147774527	0.0026910016247650857	0.003043258250018681	0.0018376197222035274	0.0009264017317305218	0.0037897387734557243	0.019152376052828542	0.007743306998373782
3:Del:M:2	0.00024320021862109798	0.003268374641376681	0.005258787461930297	0.0011652192633331993	0.006603950580571336	0.0004152538625085356	0.008799804689353437	0.004596154881693337	0.0035494397916454546
4:Del:M:1	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
4:Del:M:2	6.921305706555358e-06	7.654944441810585e-06	4.2217874050010096e-06	4.113126526590349e-06	9.541530810110998e-06	1.0171663792704066e-05	7.89527285519398e-06	1.2306725869848378e-05	1.3102220547125399e-05
4:Del:M:3	5.1270651952961545e-06	0.011504952413229148	0.000769046014118615	3.110308506677484e-06	0.012639636706463318	0.00357706763089908	0.0016830214081619487	0.0031039119738122166	0.0026042771238391537
5:Del:M:1	0.006054574071956437	0.02755130736611477	0.013366030337215022	0.00265551913254947	0.03437501954193483	0.023269550927485907	0.018767369976435477	0.041674339288531426	0.13796554050153417
5:Del:M:2	0.0018656495595190136	0.003875450250244157	0.015882573245456156	0.028203782870974692	0.009141695117684777	0.0016059997252156678	0.010709993470376275	0.0033197305484725347	0.007194076903765822
5:Del:M:3	0.006138183178423375	0.0025791219393944092	0.0012540490754445485	0.000418816954301034	0.010795257334222746	0.007658686164104078	0.004226451694311472	0.026954201177875625	0.10004076006834055
5:Del:M:4	0.0009715807114213248	0.00046432309807407533	0.009868021034759523	0.00031742653584728944	0.0028899564928269684	0.0013305474498451985	7.220694465104316e-06	0.00023436916912032756	0.0005410744543041801
5:Del:M:5	6.92130565653315e-06	7.654944360524496e-06	4.221787426672563e-06	4.113126499021291e-06	9.541530814658473e-06	1.0171663843863143e-05	7.895272892710636e-06	1.2306725998314506e-05	1.3102220524388031e-05
