Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	15	0.919	10.252	68.347%	2.452	40.311%	0.75367	0.913
TCGA_38_4626_01A	11	0.944	7.481	68.009%	1.768	40.561%	0.46519	0.945
TCGA_38_4627_01A	3	0.866	3.264	108.8%	1.238	55.365%	1.57046	0.865
TCGA_38_4631_01A	34	0.976	15.16	44.588%	3.23	22.84%	0.34738	0.974
TCGA_38_7271_01A	4	0.987	1.872	46.8%	0.682	27.843%	0.27504	0.988
TCGA_44_2655_01A	10	0.759	9.601	96.01%	2.463	65.826%	0.91856	0.734
TCGA_44_2657_01A	9	0.97	5.428	60.311%	1.793	33.295%	0.57228	0.971
TCGA_44_2659_01A	28	0.922	17.421	62.218%	3.637	40.663%	0.46739	0.912
TCGA_44_3396_01A	11	0.742	10.976	99.782%	2.93	67.219%	0.88558	0.717
TCGA_44_3917_01A	4	0.998	1.115	27.875%	0.422	13.345%	0.15263	0.998
TCGA_44_3918_01A	38	0.972	14.472	38.084%	3.634	24.067%	0.27264	0.97
TCGA_44_4112_01A	21	0.922	13.351	63.576%	2.537	39.621%	0.44398	0.911
TCGA_44_5644_01A	41	0.962	19.109	46.607%	3.836	28.052%	0.33914	0.958
TCGA_44_6145_01A	11	0.977	5.342	48.564%	1.438	24.307%	0.4465	0.977
TCGA_44_6147_01A	7	0.92	5.29	75.571%	1.427	43.026%	0.61308	0.917
TCGA_44_6774_01A	10	0.925	7.539	75.39%	1.818	38.76%	0.68911	0.921
TCGA_44_6775_01A	4	0.639	5.244	131.1%	1.551	77.55%	1.5786	0.617
TCGA_44_6776_01A	13	0.849	8.982	69.092%	2.636	54.964%	0.89	0.834
TCGA_44_6779_01A	5	0.911	3.359	67.18%	1.168	44.146%	0.79567	0.907
TCGA_44_7661_01A	11	0.965	5.137	46.7%	1.444	26.814%	0.51273	0.964
TCGA_44_7667_01A	19	0.914	14.714	77.442%	3.188	43.791%	0.68256	0.908
TCGA_44_7670_01A	46	0.969	21.267	46.233%	4.226	24.902%	0.3459	0.966
TCGA_44_7672_01A	15	0.894	11.396	75.973%	2.474	47.612%	0.61783	0.885
TCGA_44_8117_01A	23	0.957	13.363	58.1%	3.047	30.023%	0.51648	0.954
TCGA_44_A47G_01A	17	0.924	10.409	61.229%	2.456	38.356%	0.56073	0.916
TCGA_44_A4SU_01A	5	0.949	2.948	58.96%	1.092	32.925%	1.03446	0.948
TCGA_49_4487_01A	24	0.963	15.215	63.396%	3.013	33.273%	0.41507	0.963
TCGA_49_4488_01A	16	0.968	7.476	46.725%	1.808	25.072%	0.52516	0.966
TCGA_49_4490_01A	4	0.727	4.455	111.375%	1.393	69.65%	1.34269	0.712
TCGA_49_4505_01A	11	0.896	8.034	73.036%	1.83	47.25%	0.61585	0.888
TCGA_49_4506_01A	9	0.821	7.805	86.722%	1.752	58.4%	0.72793	0.799
TCGA_49_4507_01A	8	0.887	5.871	73.388%	1.629	47.025%	0.7996	0.88
TCGA_49_6744_01A	9	0.858	6.897	76.633%	1.853	51.393%	1.03452	0.846
TCGA_49_6761_01A	5	0.875	5.043	100.86%	1.433	54.162%	0.92606	0.874
TCGA_49_6767_01A	17	0.959	10.073	59.253%	2.151	32.802%	0.41757	0.958
TCGA_50_5051_01A	9	0.759	8.428	93.644%	2.351	65.205%	0.94665	0.736
TCGA_50_5941_01A	26	0.937	13.642	52.469%	3.004	34.921%	0.52177	0.929
TCGA_50_5942_01A	5	0.898	3.966	79.32%	1.282	48.455%	0.91022	0.896
