Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_50_6590_01A	33	0.967	16.942	51.339%	3.137	28.285%	0.34632	0.964
TCGA_50_6592_01A	15	0.83	12.29	81.933%	3.025	56.173%	0.6999	0.812
TCGA_50_6593_01A	14	0.836	11.143	79.593%	2.459	54.985%	0.8449	0.812
TCGA_50_6595_01A	4	0.914	3.468	86.7%	1.307	53.358%	0.62587	0.919
TCGA_53_7624_01A	24	0.938	14.356	59.817%	3.149	36.606%	0.44241	0.932
TCGA_53_7813_01A	9	0.839	7.238	80.422%	1.962	54.416%	0.90097	0.825
TCGA_55_6543_01A	2	0.707	1.987	99.35%	1.064	75.236%	2.35399	0.699
TCGA_55_6970_01A	5	0.905	4.498	89.96%	1.403	53.028%	0.68585	0.908
TCGA_55_6971_01A	6	0.919	3.95	65.833%	1.21	42.78%	0.67541	0.916
TCGA_55_6979_01A	7	0.892	5.232	74.743%	1.539	46.403%	0.82964	0.886
TCGA_55_6981_01A	4	0.847	3.048	76.2%	1.089	54.45%	1.26048	0.839
TCGA_55_6985_01A	15	0.912	9.764	65.093%	2.511	41.281%	0.6329	0.905
TCGA_55_7281_01A	17	0.953	8.275	48.676%	1.92	30.745%	0.39468	0.949
TCGA_55_7573_01A	6	0.861	4.303	71.717%	1.592	56.286%	0.9756	0.854
TCGA_55_7574_01A	9	0.881	7.534	83.711%	1.847	47.689%	0.83135	0.872
TCGA_55_7725_01A	12	0.957	8.344	69.533%	2.071	35.517%	0.57995	0.957
TCGA_55_7726_01A	4	0.823	4.106	102.65%	1.4	57.155%	1.36377	0.817
TCGA_55_7728_01A	2	0.726	2.249	112.45%	0.988	69.862%	1.55458	0.719
TCGA_55_7911_01A	12	0.935	8.431	70.258%	2.044	36.133%	0.81682	0.931
TCGA_55_7914_01A	5	0.799	4.882	97.64%	1.391	62.207%	0.93147	0.787
TCGA_55_7995_01A	19	0.942	11.185	58.868%	2.314	34.495%	0.5454	0.936
TCGA_55_8096_01A	7	0.881	4.348	62.114%	1.428	47.6%	0.74291	0.872
TCGA_55_8097_01A	6	0.849	5.526	92.1%	1.52	53.74%	0.83441	0.84
TCGA_55_8203_01A	15	0.949	9.499	63.327%	2.148	36.308%	0.43858	0.947
TCGA_55_8208_01A	12	0.966	7.945	66.208%	2.136	35.6%	0.53953	0.967
TCGA_55_8299_01A	6	0.91	3.968	66.133%	1.618	46.708%	1.4492	0.907
TCGA_55_8506_01A	160	0.98	30.91	19.319%	9.259	20.138%	0.04953	0.976
TCGA_55_8510_01A	18	0.971	8.992	49.956%	1.892	25.283%	0.37971	0.969
TCGA_55_8511_01A	22	0.947	10.997	49.986%	2.656	32.209%	0.51455	0.942
TCGA_55_8616_01A	283	0.999	28.044	9.91%	6.627	3.695%	0.0406	0.999
TCGA_55_A48X_01A	19	0.962	12.338	64.937%	2.659	29.916%	0.59772	0.96
TCGA_55_A48Z_01A	1	0.994	0.648	64.8%	0.332	33.2%	0.39134	0.996
TCGA_55_A492_01A	75	0.992	23.621	31.495%	5.287	12.88%	0.2227	0.992
TCGA_55_A493_01A	97	0.999	18.125	18.686%	3.694	6.129%	0.10375	0.999
TCGA_55_A494_01A	9	0.746	8.659	96.211%	2.229	67.207%	0.86041	0.718
TCGA_62_A46O_01A	115	0.993	33.422	29.063%	7.595	14.284%	0.15838	0.993
TCGA_62_A46R_01A	11	0.815	8.917	81.064%	2.396	58.112%	0.67888	0.796
TCGA_64_1679_01A	21	0.938	12.449	59.281%	3.332	34.551%	0.61439	0.935
TCGA_64_1681_01A	5	0.334	8.251	165.02%	2.151	96.196%	2.10171	0.255
TCGA_64_5781_01A	43	0.98	16.39	38.116%	3.181	19.843%	0.24909	0.979
TCGA_67_3770_01A	9	0.868	7.622	84.689%	2.461	59.688%	1.27593	0.862
TCGA_67_3774_01A	7	0.597	8.236	117.657%	2.407	80.233%	1.29947	0.558
TCGA_67_6217_01A	8	0.849	6.692	83.65%	1.69	53.442%	0.88506	0.836
TCGA_69_7973_01A	16	0.874	11.398	71.238%	2.49	48.833%	0.69994	0.855
TCGA_69_7974_01A	19	0.861	15.834	83.337%	3.339	53.467%	0.88933	0.844
TCGA_69_7979_01A	43	0.965	20.316	47.247%	3.916	26.959%	0.39389	0.961
TCGA_69_7980_01A	29	0.958	13.724	47.324%	3.142	29.048%	0.56695	0.955
TCGA_73_4662_01A	12	0.947	6.214	51.783%	1.707	32.259%	0.73733	0.943
TCGA_73_4666_01A	16	0.966	7.884	49.275%	1.817	26.226%	0.43297	0.963
TCGA_73_4670_01A	29	0.954	14.442	49.8%	2.716	30.178%	0.46564	0.947
TCGA_73_7498_01A	6	0.756	5.618	93.633%	1.609	65.687%	1.08842	0.734
TCGA_78_7145_01A	6	0.668	7.067	117.783%	2.663	76.874%	1.06597	0.658
TCGA_78_7146_01A	14	0.968	8.221	58.721%	1.784	33.714%	0.37551	0.97
TCGA_78_7147_01A	21	0.972	10.757	51.224%	2.6	28.539%	0.37331	0.972
TCGA_78_7153_01A	8	0.962	6.067	75.838%	2.165	46.158%	0.49902	0.968
TCGA_78_7158_01A	13	0.973	7.907	60.823%	2.241	29.683%	0.52022	0.973
TCGA_78_7159_01A	22	0.884	14.038	63.809%	3.498	46.744%	0.5814	0.87
TCGA_78_7161_01A	8	0.767	7.247	90.588%	2.516	67.243%	1.29954	0.753
TCGA_78_7220_01A	32	0.981	13.783	43.072%	2.827	19.602%	0.39834	0.98
TCGA_83_5908_01A	9	0.968	5.511	61.233%	1.69	35.239%	0.46565	0.969
TCGA_86_6851_01A	37	0.984	14.547	39.316%	2.762	18.332%	0.33582	0.983
TCGA_86_7954_01A	8	0.885	6.091	76.138%	1.857	49.63%	1.11193	0.878
TCGA_86_8056_01A	7	0.767	6.52	93.143%	1.704	64.405%	0.90524	0.742
TCGA_86_8074_01A	4	0.529	5.682	142.05%	1.979	98.95%	2.14929	0.506
TCGA_91_6830_01A	9	0.654	10.08	112.0%	2.269	75.633%	0.98132	0.599
TCGA_91_6836_01A	12	0.869	9.868	82.233%	2.185	51.501%	0.79737	0.857
TCGA_91_6840_01A	6	0.669	6.148	102.467%	2.11	74.6%	1.29225	0.646
TCGA_91_6847_01A	6	0.849	4.996	83.267%	1.497	52.927%	0.88373	0.839
TCGA_95_7039_01A	67	0.972	25.544	38.125%	5.307	23.853%	0.23119	0.969
TCGA_95_7043_01A	62	0.988	22.711	36.631%	4.703	18.279%	0.24086	0.987
TCGA_95_7948_01A	7	0.823	5.746	82.086%	1.867	62.233%	1.12563	0.812
TCGA_95_A4VK_01A	7	0.989	2.755	39.357%	0.966	22.162%	0.22644	0.989
TCGA_95_A4VN_01A	24	0.956	11.762	49.008%	2.41	30.607%	0.44897	0.951
TCGA_95_A4VP_01A	5	0.891	4.019	80.38%	1.238	46.792%	0.74476	0.887
TCGA_97_7547_01A	7	0.83	5.887	84.1%	1.679	55.967%	1.02301	0.817
TCGA_97_7553_01A	8	0.859	6.254	78.175%	1.624	51.355%	0.81892	0.847
TCGA_97_7941_01A	7	0.883	4.847	69.243%	1.612	48.604%	0.89825	0.876
TCGA_97_8175_01A	2	0.709	2.126	106.3%	1.0	70.711%	1.68439	0.7
TCGA_97_A4M0_01A	17	0.933	12.443	73.194%	2.858	39.258%	0.57779	0.93
TCGA_97_A4M1_01A	1	0.994	0.648	64.8%	0.332	33.2%	0.39134	0.996
TCGA_97_A4M3_01A	6	0.798	5.916	98.6%	1.806	63.852%	1.1216	0.786
TCGA_99_7458_01A	23	0.964	10.206	44.374%	2.203	26.521%	0.44614	0.961
TCGA_J2_8194_01A	5	0.926	2.572	51.44%	1.006	38.023%	0.59992	0.922
TCGA_J2_A4AD_01A	17	0.93	10.669	62.759%	2.418	37.763%	0.76239	0.924
TCGA_J2_A4AG_01A	8	0.818	9.044	113.05%	2.616	69.916%	1.57404	0.81
TCGA_L4_A4E5_01A	7	0.955	3.747	53.529%	1.207	31.165%	0.52593	0.953
TCGA_L9_A443_01A	14	0.857	11.401	81.436%	3.092	51.533%	0.95838	0.846
TCGA_L9_A444_01A	36	0.966	16.755	46.542%	3.442	29.3%	0.30257	0.964
TCGA_MP_A4T4_01A	17	0.939	11.344	66.729%	2.578	36.829%	0.54937	0.935
TCGA_MP_A4T9_01A	1	0.994	0.648	64.8%	0.332	33.2%	0.39134	0.996
TCGA_MP_A4TF_01A	18	0.927	12.062	67.011%	2.775	40.915%	0.59934	0.922
TCGA_MP_A4TH_01A	7	0.981	3.477	49.671%	1.075	27.756%	0.30449	0.981
TCGA_NJ_A4YQ_01A	48	0.98	22.084	46.008%	4.506	23.618%	0.27997	0.979
TCGA_NJ_A55O_01A	7	0.933	4.929	70.414%	1.55	42.989%	0.5797	0.933
TCGA_O1_A52J_01A	9	0.75	8.143	90.478%	1.983	66.1%	0.93926	0.714
