NMF_Replicate	L1	L1 %	L2	L2 %	KL Divergence	Correlation	Convergence Iterations
1	3.891	54.49	1.677	40.206	0.39	0.89	30000.0
2	4.275	65.587	1.961	48.892	0.448	0.848	40000.0
3	4.179	56.057	1.802	42.668	0.43	0.864	30000.0
4	3.985	58.498	1.699	40.15	0.417	0.9	20000.0
5	3.725	54.744	1.664	40.822	0.414	0.891	20000.0
6	4.026	58.256	1.799	44.033	0.511	0.87	20000.0
7	3.964	55.031	1.82	42.402	0.399	0.863	30000.0
8	4.932	78.262	2.161	54.952	0.672	0.782	20000.0
9	4.008	61.788	1.748	42.365	0.527	0.857	20000.0
10	4.517	68.334	1.985	48.285	0.526	0.842	40000.0
11	3.864	63.143	1.713	45.577	0.513	0.835	30000.0
12	4.488	69.812	2.071	51.377	0.49	0.837	30000.0
13	3.78	52.695	1.644	35.38	0.386	0.917	20000.0
14	4.041	59.502	1.791	45.396	0.464	0.87	50000.0
15	4.483	67.285	1.965	46.058	0.503	0.85	20000.0
16	4.414	66.003	1.89	47.812	0.533	0.826	20000.0
17	4.154	58.381	1.801	41.641	0.413	0.903	30000.0
18	3.879	59.575	1.826	43.365	0.535	0.847	40000.0
19	4.812	69.073	1.974	45.725	0.529	0.857	20000.0
20	3.257	47.59	1.468	36.049	0.376	0.909	30000.0
21	4.552	67.245	1.998	48.748	0.498	0.864	20000.0
22	4.111	64.325	1.822	46.152	0.553	0.834	20000.0
23	3.591	51.873	1.528	38.633	0.427	0.905	20000.0
24	3.9	56.093	1.724	40.99	0.425	0.899	30000.0
25	4.109	60.698	1.813	44.786	0.428	0.872	20000.0
26	4.451	69.204	1.869	49.616	0.576	0.824	20000.0
27	4.626	71.362	2.132	51.883	0.532	0.84	20000.0
28	4.426	66.191	1.875	45.68	0.496	0.869	40000.0
29	4.395	72.374	1.923	47.876	0.621	0.797	20000.0
30	4.863	74.829	2.269	54.515	0.564	0.808	20000.0
31	3.86	58.847	1.818	43.689	0.398	0.879	20000.0
32	3.635	45.662	1.616	36.298	0.356	0.894	40000.0
33	4.182	65.687	2.05	50.632	0.461	0.852	20000.0
34	4.758	74.258	2.06	53.091	0.531	0.829	40000.0
35	4.786	75.005	2.063	52.13	0.59	0.807	20000.0
36	4.734	71.299	2.022	50.605	0.509	0.841	20000.0
37	4.247	60.208	1.911	45.127	0.444	0.876	20000.0
38	3.965	60.476	1.823	42.24	0.486	0.867	20000.0
39	5.595	83.633	2.402	55.47	0.677	0.803	30000.0
40	4.226	64.883	1.821	44.968	0.487	0.88	20000.0
41	4.506	64.45	1.92	43.731	0.457	0.89	20000.0
42	3.77	49.413	1.583	33.375	0.358	0.928	30000.0
43	3.859	59.77	1.659	40.473	0.48	0.885	30000.0
44	3.444	53.227	1.503	36.872	0.413	0.893	40000.0
45	4.206	70.122	1.775	48.492	0.582	0.818	20000.0
46	4.392	72.875	1.991	50.441	0.571	0.809	20000.0
47	3.655	58.154	1.62	41.265	0.432	0.887	60000.0
48	4.443	70.874	2.077	52.603	0.562	0.804	20000.0
49	4.483	73.976	1.823	50.773	0.6	0.821	40000.0
50	3.922	62.408	1.705	43.65	0.5	0.86	20000.0
51	4.523	63.699	1.909	44.807	0.479	0.867	50000.0
52	4.212	62.888	1.786	43.986	0.489	0.888	40000.0
53	4.072	59.206	1.64	39.786	0.43	0.897	20000.0
54	3.012	43.018	1.337	32.7	0.305	0.937	50000.0
55	4.541	73.366	1.931	48.321	0.59	0.823	50000.0
56	3.723	56.323	1.659	40.355	0.41	0.899	50000.0
57	3.796	54.116	1.61	35.841	0.417	0.909	30000.0
58	4.361	66.795	1.926	44.846	0.529	0.872	20000.0
59	4.752	72.558	2.052	51.014	0.556	0.831	30000.0
60	4.439	68.008	1.915	47.361	0.522	0.853	20000.0
61	4.569	68.798	2.071	51.607	0.452	0.848	30000.0
62	3.386	51.708	1.513	38.762	0.382	0.889	50000.0
63	3.768	59.048	1.751	42.879	0.446	0.863	30000.0
64	4.665	68.499	1.964	49.934	0.558	0.843	20000.0
