MutationType	ID83A	ID83B	ID83C	ID83D	ID83E
1:Del:C:0	6.399571718702646e-06	7.124746841782325e-06	7.288554985507289e-06	6.5940253068674795e-06	1.1927745229769472e-05
1:Del:C:1	0.2225056850699366	0.18120525768752713	0.40298631742596625	0.10704644645156805	0.03215869742730048
1:Del:C:2	0.3364758434891701	0.03214344699799152	0.0217034627975481	0.07643802194874269	0.011597000374522602
1:Del:C:3	0.02653763048974042	0.1261217415165959	0.07560563308174287	0.04314890672571835	0.019390936645281444
1:Del:C:4	0.010893930669058704	0.035005126294777256	0.046472188231350714	0.023677227555430988	0.010289283246608534
1:Del:C:5	0.007993952448433105	0.010503534086044687	0.014998506656634731	0.01163788886771691	0.0509377033963824
1:Del:T:0	6.399571718702646e-06	7.124746841782325e-06	7.288554985507289e-06	6.5940253068674795e-06	1.1927745229769472e-05
1:Del:T:1	0.0870463202018334	0.04153307706696978	0.02391783536422844	0.13588811139168003	0.018563640890626943
1:Del:T:2	0.008397906339102739	0.03524801083668479	0.006169517292307774	0.003268198908326596	0.042606443557412416
1:Del:T:3	0.0011542252361482852	0.00504499405846957	0.004230837747206806	0.002532839652575376	0.00447595793592555
1:Del:T:4	6.399571718702646e-06	7.124746841782325e-06	7.288554985507289e-06	6.5940253068674795e-06	1.1927745229769472e-05
1:Del:T:5	0.003350631091043965	0.013167315195412357	0.0030104190547811526	0.003295423777872486	0.012773735698370956
1:Ins:C:0	0.005282072809693261	0.010421266594876214	0.004359208022153638	0.0060202376136095385	0.0062076650891799545
1:Ins:C:1	0.009809405270527805	0.007051131008363711	0.0030879690691941165	0.020913442732788213	0.002937793098280963
1:Ins:C:2	0.001665765214888637	0.0017782181884464876	0.0018180609320046415	0.0036875803673859764	0.01518264905915487
1:Ins:C:3	0.0014408277107037294	0.004849308486592321	0.008733581398626455	0.004978565230633478	0.020812160319046882
1:Ins:C:4	0.004115878497776037	0.01650452244349651	0.01423061295585768	0.006397503565729039	0.0051524492595092395
1:Ins:C:5	0.010699292847771175	0.00032822823610274555	0.0013494984256237786	0.0002884474223920108	9.927203982442735e-06
1:Ins:T:0	0.005431684819799898	0.033383777503381465	0.05135231397506651	0.024572373175432177	0.01814440798343256
1:Ins:T:1	0.046058890752492344	0.056902148436792005	0.028014824212163773	0.06944790920942503	0.018675933411752582
