Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	15	0.901	12.849	85.66%	2.817	46.311%	0.85908	0.895
TCGA_38_4626_01A	11	0.934	6.875	62.5%	1.665	38.198%	0.46759	0.93
TCGA_38_4627_01A	3	0.755	4.442	148.067%	1.668	74.595%	1.67707	0.762
TCGA_38_4631_01A	34	0.976	15.352	45.153%	3.199	22.62%	0.35812	0.974
TCGA_38_7271_01A	4	0.926	3.684	92.1%	1.178	48.092%	0.65081	0.928
TCGA_44_2655_01A	10	0.627	10.914	109.14%	2.918	77.987%	1.09639	0.58
TCGA_44_2657_01A	9	0.964	6.01	66.778%	1.636	30.38%	0.66351	0.963
TCGA_44_2659_01A	28	0.906	18.003	64.296%	3.844	42.977%	0.51396	0.894
TCGA_44_3396_01A	11	0.729	11.717	106.518%	3.001	68.848%	0.9585	0.703
TCGA_44_3917_01A	4	0.987	2.601	65.025%	1.029	32.54%	0.39696	0.989
TCGA_44_3918_01A	38	0.972	14.745	38.803%	3.596	23.815%	0.27249	0.969
TCGA_44_4112_01A	21	0.897	13.292	63.295%	2.828	44.166%	0.49005	0.881
TCGA_44_5644_01A	41	0.964	18.906	46.112%	3.742	27.364%	0.32818	0.96
TCGA_44_6145_01A	11	0.966	7.38	67.091%	1.992	33.671%	0.55186	0.966
TCGA_44_6147_01A	7	0.856	7.195	102.786%	1.895	57.136%	0.83841	0.854
TCGA_44_6774_01A	10	0.921	7.615	76.15%	1.877	40.018%	0.73834	0.917
TCGA_44_6775_01A	4	0.538	5.558	138.95%	1.94	97.0%	2.13593	0.515
TCGA_44_6776_01A	13	0.84	9.291	71.469%	2.617	54.568%	0.94037	0.823
TCGA_44_6779_01A	5	0.883	3.511	70.22%	1.249	47.208%	0.89202	0.878
TCGA_44_7661_01A	11	0.94	7.525	68.409%	1.982	36.805%	0.65234	0.937
TCGA_44_7667_01A	19	0.886	13.121	69.058%	3.372	46.318%	0.75947	0.875
TCGA_44_7670_01A	46	0.966	22.557	49.037%	4.426	26.08%	0.33228	0.963
TCGA_44_7672_01A	15	0.876	12.731	84.873%	2.677	51.519%	0.65642	0.867
TCGA_44_8117_01A	23	0.95	14.717	63.987%	3.344	32.949%	0.53335	0.947
TCGA_44_A47G_01A	17	0.915	12.056	70.918%	2.668	41.667%	0.56402	0.907
TCGA_44_A4SU_01A	5	0.915	5.018	100.36%	1.57	47.337%	1.46099	0.914
TCGA_49_4487_01A	24	0.916	17.819	74.246%	4.272	47.176%	0.48837	0.917
TCGA_49_4488_01A	16	0.966	7.808	48.8%	1.874	25.988%	0.51732	0.964
TCGA_49_4490_01A	4	0.599	5.669	141.725%	1.617	80.85%	1.62639	0.574
TCGA_49_4505_01A	11	0.858	9.803	89.118%	2.102	54.273%	0.7355	0.846
TCGA_49_4506_01A	9	0.756	8.194	91.044%	1.968	65.6%	0.87797	0.72
TCGA_49_4507_01A	8	0.832	8.036	100.45%	2.005	57.879%	0.92446	0.823
TCGA_49_6744_01A	9	0.732	9.32	103.556%	2.565	71.14%	1.33922	0.709
TCGA_49_6761_01A	5	0.789	6.294	125.88%	1.773	67.013%	1.15545	0.788
TCGA_49_6767_01A	17	0.931	10.347	60.865%	2.412	36.783%	0.48671	0.925
TCGA_50_5051_01A	9	0.747	9.217	102.411%	2.415	66.98%	0.97527	0.723
TCGA_50_5941_01A	26	0.911	17.474	67.208%	3.577	41.582%	0.60796	0.9
TCGA_50_5942_01A	5	0.803	5.428	108.56%	1.723	65.123%	1.1242	0.801
TCGA_50_6590_01A	33	0.888	21.943	66.494%	5.19	46.797%	0.47601	0.875
TCGA_50_6592_01A	15	0.831	13.288	88.587%	3.084	57.268%	0.73105	0.814
TCGA_50_6593_01A	14	0.774	12.706	90.757%	2.839	63.482%	1.18163	0.739
TCGA_50_6595_01A	4	0.719	5.86	146.5%	1.9	77.567%	1.33305	0.733
TCGA_53_7624_01A	24	0.943	13.044	54.35%	2.868	33.34%	0.4422	0.937
TCGA_53_7813_01A	9	0.753	8.422	93.578%	2.385	66.148%	0.98135	0.729
TCGA_55_6543_01A	2	0.706	2.06	103.0%	1.002	70.852%	1.71873	0.697
TCGA_55_6970_01A	5	0.883	3.299	65.98%	1.254	47.397%	0.70126	0.877
TCGA_55_6971_01A	6	0.88	4.496	74.933%	1.403	49.604%	0.76762	0.874
TCGA_55_6979_01A	7	0.741	6.927	98.957%	2.242	67.599%	1.15593	0.724
TCGA_55_6981_01A	4	0.783	3.81	95.25%	1.264	63.2%	1.5072	0.772
TCGA_55_6985_01A	15	0.909	9.739	64.927%	2.545	41.84%	0.6589	0.901
TCGA_55_7281_01A	17	0.954	8.61	50.647%	1.882	30.136%	0.42301	0.949
TCGA_55_7573_01A	6	0.85	4.652	77.533%	1.505	53.21%	1.08123	0.841
TCGA_55_7574_01A	9	0.839	8.352	92.8%	2.115	54.609%	1.12853	0.826
TCGA_55_7725_01A	12	0.912	9.232	76.933%	2.406	41.263%	0.76116	0.907
TCGA_55_7726_01A	4	0.817	3.796	94.9%	1.413	57.685%	1.60724	0.811
TCGA_55_7728_01A	2	0.566	3.224	161.2%	1.208	85.418%	2.0458	0.563
TCGA_55_7911_01A	12	0.927	8.799	73.325%	2.126	37.583%	0.98005	0.922
TCGA_55_7914_01A	5	0.695	5.779	115.58%	1.619	72.404%	1.13653	0.672
TCGA_55_7995_01A	19	0.916	13.472	70.905%	2.819	42.023%	0.64204	0.908
TCGA_55_8096_01A	7	0.861	5.616	80.229%	1.544	51.467%	0.85599	0.85
TCGA_55_8097_01A	6	0.751	6.752	112.533%	1.877	66.362%	1.25511	0.735
TCGA_55_8203_01A	15	0.93	10.132	67.547%	2.334	39.452%	0.54614	0.925
TCGA_55_8208_01A	12	0.916	10.913	90.942%	2.855	47.583%	0.72784	0.916
TCGA_55_8299_01A	6	0.902	4.139	68.983%	1.498	43.244%	1.45796	0.898
TCGA_55_8506_01A	160	0.97	36.659	22.912%	11.232	24.429%	0.06286	0.965
TCGA_55_8510_01A	18	0.931	13.193	73.294%	2.883	38.526%	0.56143	0.926
TCGA_55_8511_01A	22	0.822	17.865	81.205%	4.724	57.287%	0.7345	0.804
TCGA_55_8616_01A	283	0.999	25.076	8.861%	6.372	3.553%	0.02579	0.999
TCGA_55_A48X_01A	19	0.955	11.899	62.626%	2.727	30.681%	0.65215	0.953
TCGA_55_A48Z_01A	1	0.963	1.064	106.4%	0.548	54.8%	0.75949	0.969
TCGA_55_A492_01A	75	0.991	25.986	34.648%	5.722	13.94%	0.24025	0.991
TCGA_55_A493_01A	97	0.998	24.857	25.626%	6.604	10.957%	0.1302	0.998
TCGA_55_A494_01A	9	0.74	8.929	99.211%	2.26	68.142%	0.90962	0.713
TCGA_62_A46O_01A	115	0.993	32.786	28.51%	7.04	13.241%	0.15029	0.993
TCGA_62_A46R_01A	11	0.739	11.664	106.036%	2.817	68.322%	0.93201	0.712
TCGA_64_1679_01A	21	0.898	16.69	79.476%	4.318	44.776%	0.84772	0.892
TCGA_64_1681_01A	5	0.303	8.278	165.56%	2.213	98.968%	2.24688	0.225
TCGA_64_5781_01A	43	0.981	15.8	36.744%	3.088	19.262%	0.24187	0.98
TCGA_67_3770_01A	9	0.87	7.661	85.122%	2.162	52.436%	1.36409	0.863
TCGA_67_3774_01A	7	0.553	8.788	125.543%	2.5	83.333%	1.40003	0.507
TCGA_67_6217_01A	8	0.8	7.397	92.462%	1.898	60.02%	1.10101	0.781
TCGA_69_7973_01A	16	0.841	12.974	81.088%	2.793	54.775%	0.77619	0.818
TCGA_69_7974_01A	19	0.834	17.2	90.526%	3.739	59.872%	1.02823	0.815
TCGA_69_7979_01A	43	0.95	24.223	56.333%	4.705	32.391%	0.49939	0.944
TCGA_69_7980_01A	29	0.95	16.066	55.4%	3.383	31.276%	0.58775	0.946
TCGA_73_4662_01A	12	0.928	7.939	66.158%	2.033	38.42%	0.86395	0.924
TCGA_73_4666_01A	16	0.966	8.701	54.381%	1.938	27.973%	0.45004	0.964
TCGA_73_4670_01A	29	0.943	15.791	54.452%	3.009	33.433%	0.47114	0.934
TCGA_73_7498_01A	6	0.751	6.107	101.783%	1.634	66.708%	1.05856	0.73
TCGA_78_7145_01A	6	0.646	7.464	124.4%	2.753	79.472%	1.17112	0.639
TCGA_78_7146_01A	14	0.926	9.79	69.929%	2.245	42.427%	0.48826	0.922
TCGA_78_7147_01A	21	0.956	14.094	67.114%	3.033	33.292%	0.48668	0.955
TCGA_78_7153_01A	8	0.952	6.449	80.612%	1.963	41.851%	0.57276	0.953
TCGA_78_7158_01A	13	0.97	8.399	64.608%	2.029	26.875%	0.56652	0.969
TCGA_78_7159_01A	22	0.859	16.081	73.095%	3.836	51.261%	0.67616	0.841
TCGA_78_7161_01A	8	0.746	7.679	95.988%	2.532	67.671%	1.46031	0.73
TCGA_78_7220_01A	32	0.973	16.769	52.403%	3.404	23.602%	0.45221	0.971
TCGA_83_5908_01A	9	0.939	7.082	78.689%	1.87	38.992%	0.63011	0.938
TCGA_86_6851_01A	37	0.971	17.988	48.616%	3.743	24.843%	0.37648	0.969
TCGA_86_7954_01A	8	0.875	5.953	74.413%	1.815	48.508%	1.2178	0.868
TCGA_86_8056_01A	7	0.662	8.051	115.014%	1.985	75.026%	1.25039	0.621
TCGA_86_8074_01A	4	0.516	5.733	143.325%	1.941	97.05%	2.31545	0.49
TCGA_91_6830_01A	9	0.581	10.683	118.7%	2.484	82.8%	1.23328	0.513
TCGA_91_6836_01A	12	0.785	11.403	95.025%	2.653	62.532%	0.99072	0.76
TCGA_91_6840_01A	6	0.622	7.04	117.333%	2.223	78.595%	1.37524	0.594
TCGA_91_6847_01A	6	0.696	7.623	127.05%	2.074	73.327%	1.33902	0.678
TCGA_95_7039_01A	67	0.964	27.341	40.807%	5.981	26.883%	0.23715	0.959
TCGA_95_7043_01A	62	0.986	21.655	34.927%	4.453	17.307%	0.24388	0.985
TCGA_95_7948_01A	7	0.824	5.629	80.414%	1.701	56.7%	0.97722	0.81
TCGA_95_A4VK_01A	7	0.964	5.372	76.743%	1.852	42.488%	0.48505	0.968
TCGA_95_A4VN_01A	24	0.921	14.935	62.229%	3.187	40.475%	0.55393	0.912
TCGA_95_A4VP_01A	5	0.856	3.747	74.94%	1.368	51.706%	1.16467	0.849
TCGA_97_7547_01A	7	0.725	8.205	117.214%	2.084	69.467%	1.26539	0.702
TCGA_97_7553_01A	8	0.833	7.277	90.962%	1.767	55.877%	0.93954	0.818
TCGA_97_7941_01A	7	0.876	5.803	82.9%	1.635	49.297%	1.02809	0.869
TCGA_97_8175_01A	2	0.61	2.972	148.6%	1.152	81.459%	2.15721	0.602
TCGA_97_A4M0_01A	17	0.831	14.679	86.347%	4.069	55.892%	0.76108	0.818
TCGA_97_A4M1_01A	1	0.963	1.064	106.4%	0.548	54.8%	0.75949	0.969
TCGA_97_A4M3_01A	6	0.799	5.557	92.617%	1.72	60.811%	1.30989	0.786
TCGA_99_7458_01A	23	0.955	12.33	53.609%	2.502	30.121%	0.45065	0.95
TCGA_J2_8194_01A	5	0.904	4.178	83.56%	1.273	48.115%	0.73567	0.902
TCGA_J2_A4AD_01A	17	0.918	11.744	69.082%	2.592	40.48%	0.79348	0.911
TCGA_J2_A4AG_01A	8	0.815	9.046	113.075%	2.467	65.933%	1.55874	0.805
TCGA_L4_A4E5_01A	7	0.947	4.231	60.443%	1.339	34.573%	0.57269	0.945
TCGA_L9_A443_01A	14	0.85	11.213	80.093%	3.19	53.167%	1.13172	0.838
TCGA_L9_A444_01A	36	0.922	21.769	60.469%	4.77	40.605%	0.40775	0.913
TCGA_MP_A4T4_01A	17	0.845	13.532	79.6%	3.744	53.486%	0.67875	0.832
TCGA_MP_A4T9_01A	1	0.963	1.064	106.4%	0.548	54.8%	0.75949	0.969
TCGA_MP_A4TF_01A	18	0.886	14.941	83.006%	3.393	50.027%	0.75617	0.879
TCGA_MP_A4TH_01A	7	0.964	4.974	71.057%	1.426	36.819%	0.4519	0.965
TCGA_NJ_A4YQ_01A	48	0.966	24.294	50.613%	5.495	28.802%	0.3397	0.964
TCGA_NJ_A55O_01A	7	0.927	4.846	69.229%	1.371	38.025%	0.62582	0.924
TCGA_O1_A52J_01A	9	0.716	8.706	96.733%	2.102	70.067%	0.95979	0.674
