De novo extracted, Global NMF Signatures, L1 Error %, L2 Error %, KL Divergence, Cosine Similarity, Correlation
Signature 78-A, Signature DBS1 (20.28%) & Signature DBS2 (79.72%), 81.59,  51.32, 1.240, 0.86, 0.85
