Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	672	0.971	170.846	25.424%	28.117	23.741%	0.07576	0.957
TCGA_38_4626_01A	269	0.934	116.191	43.194%	16.775	35.821%	0.20965	0.899
TCGA_38_4627_01A	28	0.667	33.328	119.029%	5.492	74.737%	1.08825	0.59
TCGA_38_4631_01A	849	0.979	194.63	22.925%	27.346	20.466%	0.05875	0.963
TCGA_38_7271_01A	64	0.87	48.903	76.411%	7.229	50.613%	0.54457	0.837
TCGA_44_2655_01A	182	0.929	86.765	47.673%	12.409	37.079%	0.25376	0.897
TCGA_44_2657_01A	465	0.97	136.612	29.379%	18.688	24.604%	0.1001	0.95
TCGA_44_2659_01A	463	0.973	138.601	29.935%	18.149	23.179%	0.11718	0.957
TCGA_44_3396_01A	219	0.937	95.521	43.617%	14.997	34.877%	0.21438	0.913
TCGA_44_3917_01A	254	0.905	120.633	47.493%	17.562	42.872%	0.2287	0.837
TCGA_44_3918_01A	1087	0.987	201.242	18.514%	30.074	16.094%	0.04564	0.98
TCGA_44_4112_01A	508	0.961	158.477	31.196%	22.469	27.708%	0.10209	0.933
TCGA_44_5644_01A	1044	0.983	210.433	20.156%	29.706	18.601%	0.05082	0.969
TCGA_44_6145_01A	346	0.937	141.004	40.753%	22.1	34.847%	0.17932	0.908
TCGA_44_6147_01A	130	0.89	72.95	56.115%	10.418	45.686%	0.38245	0.827
TCGA_44_6774_01A	326	0.948	112.904	34.633%	17.511	31.728%	0.13668	0.918
TCGA_44_6775_01A	72	0.735	57.321	79.612%	8.049	68.026%	0.5908	0.511
TCGA_44_6776_01A	215	0.92	101.41	47.167%	14.449	39.195%	0.20596	0.874
TCGA_44_6779_01A	107	0.848	75.006	70.099%	10.119	53.258%	0.46436	0.765
TCGA_44_7661_01A	289	0.928	112.236	38.836%	16.386	37.27%	0.16176	0.865
TCGA_44_7667_01A	539	0.966	148.005	27.459%	20.402	25.772%	0.0945	0.934
TCGA_44_7670_01A	1231	0.982	258.546	21.003%	38.024	19.033%	0.04634	0.97
TCGA_44_7672_01A	188	0.921	84.429	44.909%	11.651	39.054%	0.23492	0.864
TCGA_44_8117_01A	867	0.991	137.179	15.822%	18.492	13.034%	0.03712	0.986
TCGA_44_A47G_01A	84	0.831	57.228	68.129%	7.595	55.689%	0.48333	0.698
TCGA_44_A4SU_01A	171	0.888	82.646	48.331%	12.272	46.154%	0.284	0.794
TCGA_49_4487_01A	388	0.952	133.718	34.463%	17.827	30.501%	0.14553	0.91
TCGA_49_4488_01A	316	0.964	97.88	30.975%	13.933	26.884%	0.12311	0.94
