Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_49_4490_01A	54	0.838	42.843	79.339%	6.338	54.752%	0.63758	0.786
TCGA_49_4505_01A	245	0.94	101.296	41.345%	13.553	34.547%	0.18886	0.899
TCGA_49_4506_01A	121	0.834	76.74	63.421%	10.86	55.204%	0.38737	0.705
TCGA_49_4507_01A	230	0.923	103.75	45.109%	13.673	38.428%	0.22433	0.86
TCGA_49_6744_01A	240	0.95	95.492	39.788%	12.422	31.572%	0.18399	0.918
TCGA_49_6761_01A	205	0.927	103.371	50.425%	15.044	38.126%	0.25328	0.899
TCGA_49_6767_01A	536	0.968	150.919	28.157%	20.49	25.025%	0.09959	0.942
TCGA_50_5051_01A	120	0.86	72.393	60.328%	10.177	51.402%	0.41921	0.765
TCGA_50_5941_01A	420	0.958	135.007	32.145%	17.88	29.245%	0.11506	0.919
TCGA_50_5942_01A	65	0.801	48.193	74.143%	6.081	59.918%	0.53359	0.613
TCGA_50_6590_01A	981	0.985	182.285	18.582%	27.073	17.795%	0.03626	0.974
TCGA_50_6592_01A	325	0.948	116.819	35.944%	14.671	31.871%	0.13423	0.888
TCGA_50_6593_01A	348	0.94	126.451	36.336%	18.263	34.21%	0.13892	0.889
TCGA_50_6595_01A	93	0.877	61.13	65.731%	8.532	49.178%	0.42477	0.828
TCGA_53_7624_01A	903	0.985	169.368	18.756%	23.094	17.174%	0.04882	0.972
TCGA_53_7813_01A	177	0.878	87.038	49.174%	13.99	48.127%	0.25897	0.795
TCGA_55_6543_01A	21	0.728	24.483	116.586%	4.28	68.535%	1.27669	0.684
TCGA_55_6970_01A	188	0.924	83.722	44.533%	11.647	38.91%	0.22215	0.873
TCGA_55_6971_01A	92	0.769	71.156	77.343%	9.909	63.962%	0.54304	0.595
TCGA_55_6979_01A	125	0.861	81.218	64.974%	11.771	51.082%	0.41131	0.792
TCGA_55_6981_01A	55	0.818	48.004	87.28%	6.443	57.628%	0.68087	0.746
TCGA_55_6985_01A	509	0.966	151.491	29.762%	21.11	25.998%	0.10328	0.941
TCGA_55_7281_01A	497	0.951	171.676	34.542%	22.986	31.088%	0.12781	0.905
TCGA_55_7573_01A	57	0.754	51.648	90.611%	6.86	65.707%	0.67256	0.614
TCGA_55_7574_01A	284	0.95	117.774	41.47%	17.368	31.164%	0.20009	0.932
TCGA_55_7725_01A	157	0.886	85.123	54.218%	12.505	46.964%	0.2617	0.819
TCGA_55_7726_01A	122	0.931	65.982	54.084%	11.037	36.628%	0.33645	0.916
TCGA_55_7728_01A	108	0.882	66.125	61.227%	9.321	47.69%	0.35677	0.825
TCGA_55_7911_01A	261	0.939	97.376	37.309%	13.113	34.52%	0.16616	0.875
TCGA_55_7914_01A	204	0.887	108.115	52.998%	14.456	46.273%	0.25568	0.784
TCGA_55_7995_01A	754	0.974	181.832	24.116%	25.038	22.751%	0.0645	0.948
TCGA_55_8096_01A	167	0.924	75.426	45.165%	10.084	38.361%	0.23379	0.865
TCGA_55_8097_01A	122	0.86	74.517	61.08%	10.505	51.017%	0.44933	0.768
TCGA_55_8203_01A	480	0.955	154.487	32.185%	22.188	29.692%	0.11634	0.919
TCGA_55_8208_01A	387	0.984	108.394	28.009%	13.817	17.649%	0.11664	0.979
TCGA_55_8299_01A	235	0.943	89.459	38.068%	12.347	33.617%	0.17564	0.899
TCGA_55_8506_01A	1897	0.993	251.197	13.242%	36.421	11.871%	0.01755	0.989
TCGA_55_8510_01A	359	0.96	111.2	30.975%	15.893	28.223%	0.10168	0.929
TCGA_55_8511_01A	641	0.977	155.081	24.194%	21.298	21.474%	0.06823	0.958
TCGA_55_8616_01A	628	0.971	166.211	26.467%	24.261	23.877%	0.07283	0.953
TCGA_55_A48X_01A	458	0.972	137.396	29.999%	18.311	23.892%	0.10759	0.955
TCGA_55_A48Z_01A	64	0.774	54.971	85.892%	7.332	63.339%	0.63734	0.643
TCGA_55_A492_01A	332	0.95	117.565	35.411%	15.45	31.176%	0.13535	0.905
TCGA_55_A493_01A	346	0.943	131.705	38.065%	18.155	33.302%	0.15745	0.901
TCGA_55_A494_01A	272	0.951	101.121	37.177%	13.344	31.058%	0.15206	0.914
TCGA_62_A46O_01A	1039	0.984	208.293	20.047%	27.864	17.901%	0.04605	0.97
TCGA_62_A46R_01A	189	0.87	100.338	53.089%	15.084	49.436%	0.28712	0.773
TCGA_64_1679_01A	566	0.971	145.503	25.707%	21.655	23.804%	0.09093	0.951
TCGA_64_1681_01A	84	0.835	59.69	71.06%	7.973	55.019%	0.46378	0.732
TCGA_64_5781_01A	1233	0.984	227.76	18.472%	33.463	17.902%	0.03744	0.971
TCGA_67_3770_01A	241	0.928	95.143	39.478%	13.724	37.311%	0.1986	0.865
TCGA_67_3774_01A	122	0.868	71.232	58.387%	9.638	49.971%	0.33855	0.764
TCGA_67_6217_01A	212	0.927	94.093	44.383%	13.105	37.55%	0.21324	0.879
TCGA_69_7973_01A	278	0.933	109.922	39.54%	16.86	35.995%	0.14905	0.892
TCGA_69_7974_01A	572	0.958	179.512	31.383%	25.452	28.665%	0.09362	0.926
TCGA_69_7979_01A	1677	0.992	253.155	15.096%	37.235	13.061%	0.02882	0.987
TCGA_69_7980_01A	941	0.981	207.581	22.06%	28.103	19.245%	0.05208	0.967
TCGA_73_4662_01A	232	0.941	92.797	39.999%	11.942	33.723%	0.21353	0.891
TCGA_73_4666_01A	410	0.962	121.233	29.569%	16.846	27.473%	0.08767	0.927
TCGA_73_4670_01A	391	0.94	141.542	36.2%	19.716	34.337%	0.1327	0.88
TCGA_73_7498_01A	130	0.843	86.511	66.547%	11.901	54.095%	0.40493	0.742
TCGA_78_7145_01A	219	0.908	107.299	48.995%	14.955	42.014%	0.24177	0.843
TCGA_78_7146_01A	420	0.962	124.912	29.741%	17.992	27.223%	0.10538	0.934
TCGA_78_7147_01A	387	0.951	130.037	33.601%	17.143	30.885%	0.11856	0.9
TCGA_78_7153_01A	126	0.857	80.14	63.603%	10.832	51.523%	0.40707	0.759
TCGA_78_7158_01A	266	0.944	100.439	37.759%	13.795	33.052%	0.15849	0.903
TCGA_78_7159_01A	330	0.953	118.416	35.884%	15.52	30.356%	0.1269	0.916
TCGA_78_7161_01A	209	0.894	104.13	49.823%	14.809	44.794%	0.26543	0.811
TCGA_78_7220_01A	962	0.981	210.712	21.904%	28.192	19.878%	0.05262	0.965
TCGA_83_5908_01A	272	0.945	109.146	40.127%	16.199	32.861%	0.19425	0.918
TCGA_86_6851_01A	965	0.978	218.074	22.598%	29.751	21.029%	0.05339	0.956
TCGA_86_7954_01A	243	0.91	112.007	46.093%	16.142	41.582%	0.21657	0.843
TCGA_86_8056_01A	297	0.961	115.049	38.737%	18.169	27.985%	0.16814	0.95
TCGA_86_8074_01A	72	0.791	60.754	84.381%	7.828	61.503%	0.62637	0.669
TCGA_91_6830_01A	252	0.985	84.794	33.648%	13.065	17.879%	0.17353	0.983
TCGA_91_6836_01A	499	0.969	132.834	26.62%	18.582	24.833%	0.09465	0.941
TCGA_91_6840_01A	144	0.963	64.343	44.683%	9.216	26.897%	0.29619	0.955
TCGA_91_6847_01A	92	0.822	68.168	74.096%	9.201	58.192%	0.55219	0.717
TCGA_95_7039_01A	1392	0.988	241.621	17.358%	32.525	15.561%	0.02987	0.977
TCGA_95_7043_01A	1155	0.989	200.638	17.371%	28.146	15.062%	0.04013	0.981
TCGA_95_7948_01A	162	0.975	63.306	39.078%	14.845	25.384%	0.17564	0.974
TCGA_95_A4VK_01A	309	0.949	119.285	38.604%	15.758	31.522%	0.16837	0.914
TCGA_95_A4VN_01A	571	0.968	158.968	27.84%	22.118	24.985%	0.07562	0.943
TCGA_95_A4VP_01A	148	0.887	79.229	53.533%	11.412	46.512%	0.2842	0.813
TCGA_97_7547_01A	198	0.906	103.592	52.319%	14.75	42.903%	0.30091	0.856
TCGA_97_7553_01A	47	0.712	50.485	107.415%	8.101	70.779%	0.87721	0.64
TCGA_97_7941_01A	97	0.881	57.086	58.852%	8.409	47.683%	0.35508	0.822
TCGA_97_8175_01A	30	0.582	39.135	130.45%	5.994	81.568%	1.26721	0.454
TCGA_97_A4M0_01A	466	0.965	128.893	27.659%	18.939	26.254%	0.09419	0.937
TCGA_97_A4M1_01A	47	0.744	43.771	93.13%	6.875	67.093%	0.87976	0.657
TCGA_97_A4M3_01A	241	0.932	101.778	42.232%	14.56	36.186%	0.19001	0.89
TCGA_99_7458_01A	516	0.973	139.437	27.023%	18.734	23.06%	0.07858	0.954
TCGA_J2_8194_01A	166	0.884	80.838	48.698%	11.514	46.695%	0.28125	0.766
TCGA_J2_A4AD_01A	381	0.955	134.44	35.286%	21.346	30.891%	0.15047	0.935
TCGA_J2_A4AG_01A	96	0.826	66.965	69.755%	9.525	56.52%	0.47417	0.725
TCGA_L4_A4E5_01A	396	0.954	140.5	35.48%	19.322	29.936%	0.12734	0.924
TCGA_L9_A443_01A	292	0.929	119.895	41.06%	16.704	37.056%	0.19484	0.87
TCGA_L9_A444_01A	643	0.973	163.661	25.453%	24.984	23.188%	0.07793	0.958
TCGA_MP_A4T4_01A	443	0.954	145.547	32.855%	20.981	30.093%	0.11837	0.921
TCGA_MP_A4T9_01A	42	0.697	44.29	105.452%	6.284	72.082%	0.8434	0.576
TCGA_MP_A4TF_01A	497	0.973	141.482	28.467%	17.802	22.942%	0.10405	0.953
TCGA_MP_A4TH_01A	131	0.837	85.265	65.088%	10.996	54.775%	0.39227	0.679
TCGA_NJ_A4YQ_01A	1298	0.991	203.015	15.641%	28.228	13.633%	0.03125	0.984
TCGA_NJ_A55O_01A	163	0.907	86.703	53.192%	13.163	42.865%	0.27929	0.87
TCGA_O1_A52J_01A	199	0.925	89.676	45.063%	11.78	38.0%	0.22233	0.866
