Sample Names	Total Mutations	Cosine Similarity	L1 Norm	L1_Norm_%	L2 Norm	L2_Norm_%	KL Divergence	Correlation
TCGA_38_4625_01A	672	0.968	180.646	26.882%	30.064	25.385%	0.07607	0.952
TCGA_38_4626_01A	269	0.924	119.81	44.539%	17.907	38.239%	0.22705	0.883
TCGA_38_4627_01A	28	0.665	32.233	115.118%	5.488	74.682%	1.07457	0.586
TCGA_38_4631_01A	849	0.976	205.977	24.261%	29.338	21.957%	0.06371	0.958
TCGA_38_7271_01A	64	0.854	50.863	79.473%	7.501	52.518%	0.56865	0.812
TCGA_44_2655_01A	182	0.928	84.475	46.415%	12.449	37.199%	0.2579	0.894
TCGA_44_2657_01A	465	0.967	140.58	30.232%	19.484	25.652%	0.10453	0.945
TCGA_44_2659_01A	463	0.972	135.776	29.325%	18.469	23.587%	0.11695	0.955
TCGA_44_3396_01A	219	0.935	98.175	44.829%	15.227	35.412%	0.21914	0.91
TCGA_44_3917_01A	254	0.9	124.639	49.07%	17.918	43.741%	0.23617	0.829
TCGA_44_3918_01A	1087	0.982	245.1	22.548%	35.979	19.254%	0.05543	0.972
TCGA_44_4112_01A	508	0.959	160.826	31.659%	23.026	28.395%	0.10461	0.93
TCGA_44_5644_01A	1044	0.979	231.588	22.183%	32.273	20.209%	0.0555	0.963
TCGA_44_6145_01A	346	0.926	152.911	44.194%	23.966	37.79%	0.19947	0.891
TCGA_44_6147_01A	130	0.878	76.192	58.609%	10.934	47.949%	0.3814	0.808
TCGA_44_6774_01A	326	0.943	114.406	35.094%	18.546	33.604%	0.13496	0.91
TCGA_44_6775_01A	72	0.737	58.484	81.228%	8.006	67.663%	0.60021	0.511
TCGA_44_6776_01A	215	0.912	105.998	49.301%	15.097	40.953%	0.22048	0.861
TCGA_44_6779_01A	107	0.842	75.21	70.29%	10.243	53.911%	0.49024	0.752
TCGA_44_7661_01A	289	0.923	113.803	39.378%	16.927	38.5%	0.16217	0.855
TCGA_44_7667_01A	539	0.946	175.368	32.536%	25.671	32.427%	0.11502	0.894
TCGA_44_7670_01A	1231	0.979	274.584	22.306%	40.839	20.442%	0.05241	0.965
TCGA_44_7672_01A	188	0.905	86.207	45.855%	12.705	42.587%	0.25093	0.832
TCGA_44_8117_01A	867	0.989	149.661	17.262%	20.98	14.787%	0.04273	0.982
TCGA_44_A47G_01A	84	0.801	61.892	73.681%	8.178	59.964%	0.51769	0.64
TCGA_44_A4SU_01A	171	0.888	82.52	48.257%	12.272	46.154%	0.2842	0.795
TCGA_49_4487_01A	388	0.95	135.269	34.863%	18.209	31.155%	0.14563	0.906
TCGA_49_4488_01A	316	0.959	101.593	32.15%	14.652	28.271%	0.12685	0.933
TCGA_49_4490_01A	54	0.835	43.462	80.485%	6.381	55.123%	0.65259	0.78
TCGA_49_4505_01A	245	0.921	111.292	45.425%	15.312	39.031%	0.1996	0.863
TCGA_49_4506_01A	121	0.813	81.455	67.318%	11.458	58.244%	0.42227	0.666
TCGA_49_4507_01A	230	0.92	102.944	44.758%	13.969	39.26%	0.22939	0.855
TCGA_49_6744_01A	240	0.942	96.897	40.374%	13.258	33.697%	0.1915	0.903
TCGA_49_6761_01A	205	0.924	105.282	51.357%	15.227	38.59%	0.25953	0.895
TCGA_49_6767_01A	536	0.966	152.155	28.387%	21.244	25.946%	0.10038	0.937
TCGA_50_5051_01A	120	0.857	73.361	61.134%	10.266	51.851%	0.42758	0.759
TCGA_50_5941_01A	420	0.956	136.753	32.56%	18.248	29.847%	0.1187	0.916
TCGA_50_5942_01A	65	0.79	49.178	75.658%	6.231	61.396%	0.52597	0.587
TCGA_50_6590_01A	981	0.978	196.949	20.076%	32.203	21.166%	0.04319	0.961
TCGA_50_6592_01A	325	0.94	125.403	38.586%	15.684	34.072%	0.14632	0.871
TCGA_50_6593_01A	348	0.936	128.479	36.919%	18.79	35.197%	0.14241	0.882
TCGA_50_6595_01A	93	0.837	65.922	70.884%	9.565	55.132%	0.47873	0.76
TCGA_53_7624_01A	903	0.984	177.249	19.629%	24.274	18.051%	0.04999	0.97
TCGA_53_7813_01A	177	0.878	90.309	51.022%	13.996	48.148%	0.2608	0.795
TCGA_55_6543_01A	21	0.725	24.617	117.224%	4.308	68.983%	1.29602	0.68
TCGA_55_6970_01A	188	0.923	84.126	44.748%	11.688	39.047%	0.22298	0.872
TCGA_55_6971_01A	92	0.759	73.75	80.163%	10.089	65.124%	0.56176	0.574
TCGA_55_6979_01A	125	0.858	80.569	64.455%	11.951	51.863%	0.4199	0.79
TCGA_55_6981_01A	55	0.813	46.775	85.045%	6.591	58.952%	0.66433	0.743
TCGA_55_6985_01A	509	0.959	160.983	31.627%	23.176	28.543%	0.11054	0.929
TCGA_55_7281_01A	497	0.941	175.669	35.346%	25.046	33.874%	0.13857	0.886
TCGA_55_7573_01A	57	0.745	51.867	90.995%	6.967	66.732%	0.69456	0.598
TCGA_55_7574_01A	284	0.949	115.48	40.662%	17.614	31.605%	0.1988	0.929
TCGA_55_7725_01A	157	0.865	91.536	58.303%	13.398	50.317%	0.28946	0.781
TCGA_55_7726_01A	122	0.925	68.164	55.872%	11.471	38.068%	0.35754	0.909
TCGA_55_7728_01A	108	0.875	66.128	61.23%	9.494	48.576%	0.35426	0.813
TCGA_55_7911_01A	261	0.923	104.549	40.057%	14.651	38.569%	0.18188	0.844
TCGA_55_7914_01A	204	0.879	111.042	54.432%	14.891	47.665%	0.26458	0.769
TCGA_55_7995_01A	754	0.969	195.329	25.906%	27.127	24.649%	0.069	0.939
TCGA_55_8096_01A	167	0.916	76.864	46.026%	10.558	40.165%	0.24485	0.85
TCGA_55_8097_01A	122	0.852	76.804	62.954%	10.786	52.381%	0.45931	0.755
TCGA_55_8203_01A	480	0.952	159.08	33.142%	23.031	30.821%	0.11549	0.914
TCGA_55_8208_01A	387	0.984	107.295	27.725%	13.935	17.8%	0.11616	0.979
TCGA_55_8299_01A	235	0.933	95.792	40.763%	13.244	36.059%	0.18899	0.882
TCGA_55_8506_01A	1897	0.99	292.465	15.417%	44.889	14.631%	0.02369	0.984
TCGA_55_8510_01A	359	0.958	111.897	31.169%	16.151	28.681%	0.10497	0.926
TCGA_55_8511_01A	641	0.972	167.631	26.151%	23.201	23.392%	0.08257	0.95
TCGA_55_8616_01A	628	0.971	164.963	26.268%	24.425	24.039%	0.07094	0.951
TCGA_55_A48X_01A	458	0.971	137.193	29.955%	18.556	24.211%	0.10654	0.953
TCGA_55_A48Z_01A	64	0.768	55.279	86.373%	7.418	64.082%	0.64932	0.631
TCGA_55_A492_01A	332	0.935	130.116	39.192%	17.652	35.619%	0.16154	0.874
TCGA_55_A493_01A	346	0.942	134.145	38.77%	18.338	33.638%	0.15611	0.898
TCGA_55_A494_01A	272	0.937	114.027	41.922%	15.059	35.049%	0.16948	0.889
TCGA_62_A46O_01A	1039	0.982	209.84	20.196%	29.377	18.873%	0.04525	0.966
TCGA_62_A46R_01A	189	0.868	100.341	53.09%	15.151	49.655%	0.28958	0.77
TCGA_64_1679_01A	566	0.966	158.843	28.064%	23.553	25.89%	0.09849	0.943
TCGA_64_1681_01A	84	0.809	64.457	76.735%	8.533	58.883%	0.54124	0.685
TCGA_64_5781_01A	1233	0.977	260.097	21.095%	40.056	21.43%	0.04272	0.957
TCGA_67_3770_01A	241	0.925	98.697	40.953%	14.043	38.178%	0.20698	0.86
TCGA_67_3774_01A	122	0.849	75.437	61.834%	10.238	53.082%	0.37679	0.725
TCGA_67_6217_01A	212	0.913	102.833	48.506%	14.263	40.868%	0.25313	0.854
TCGA_69_7973_01A	278	0.931	107.281	38.59%	17.169	36.654%	0.14747	0.888
TCGA_69_7974_01A	572	0.956	181.265	31.69%	26.04	29.327%	0.09633	0.922
TCGA_69_7979_01A	1677	0.993	240.352	14.332%	34.261	12.018%	0.0263	0.989
TCGA_69_7980_01A	941	0.978	220.334	23.415%	30.663	20.998%	0.05891	0.96
TCGA_73_4662_01A	232	0.931	98.515	42.463%	12.906	36.445%	0.22319	0.872
TCGA_73_4666_01A	410	0.955	123.993	30.242%	18.112	29.537%	0.09292	0.915
TCGA_73_4670_01A	391	0.923	162.211	41.486%	22.135	38.55%	0.16059	0.844
TCGA_73_7498_01A	130	0.826	88.253	67.887%	12.398	56.355%	0.42001	0.709
TCGA_78_7145_01A	219	0.896	106.976	48.847%	15.788	44.355%	0.24988	0.822
TCGA_78_7146_01A	420	0.957	130.103	30.977%	19.229	29.095%	0.11564	0.924
TCGA_78_7147_01A	387	0.937	142.001	36.693%	19.389	34.931%	0.13446	0.869
TCGA_78_7153_01A	126	0.855	82.084	65.146%	10.891	51.803%	0.40739	0.756
TCGA_78_7158_01A	266	0.941	103.69	38.981%	14.177	33.967%	0.16578	0.895
TCGA_78_7159_01A	330	0.941	125.911	38.155%	17.249	33.737%	0.13784	0.894
TCGA_78_7161_01A	209	0.894	104.86	50.172%	14.816	44.815%	0.25342	0.81
TCGA_78_7220_01A	962	0.978	218.779	22.742%	29.895	21.079%	0.05771	0.958
TCGA_83_5908_01A	272	0.941	108.538	39.904%	16.825	34.131%	0.19188	0.913
TCGA_86_6851_01A	965	0.968	244.106	25.296%	35.423	25.038%	0.06372	0.938
TCGA_86_7954_01A	243	0.9	115.454	47.512%	16.923	43.593%	0.22939	0.825
TCGA_86_8056_01A	297	0.958	118.716	39.972%	18.541	28.558%	0.18104	0.946
TCGA_86_8074_01A	72	0.713	68.878	95.664%	8.932	70.176%	0.80034	0.512
TCGA_91_6830_01A	252	0.985	83.393	33.092%	12.722	17.409%	0.16789	0.984
TCGA_91_6836_01A	499	0.966	135.442	27.143%	19.307	25.802%	0.09265	0.937
TCGA_91_6840_01A	144	0.962	64.806	45.004%	9.319	27.198%	0.29201	0.954
TCGA_91_6847_01A	92	0.82	68.112	74.035%	9.315	58.913%	0.55019	0.715
TCGA_95_7039_01A	1392	0.98	270.041	19.399%	41.199	19.711%	0.03621	0.963
TCGA_95_7043_01A	1155	0.987	201.466	17.443%	29.665	15.875%	0.03652	0.979
TCGA_95_7948_01A	162	0.972	71.13	43.907%	16.701	28.558%	0.21092	0.972
TCGA_95_A4VK_01A	309	0.945	120.306	38.934%	16.389	32.785%	0.17378	0.907
TCGA_95_A4VN_01A	571	0.966	165.076	28.91%	22.814	25.771%	0.07764	0.94
TCGA_95_A4VP_01A	148	0.871	83.103	56.151%	12.079	49.23%	0.30005	0.783
TCGA_97_7547_01A	198	0.89	104.624	52.84%	15.698	45.66%	0.31505	0.827
TCGA_97_7553_01A	47	0.709	49.98	106.34%	8.087	70.656%	0.86672	0.631
TCGA_97_7941_01A	97	0.879	56.041	57.774%	8.44	47.859%	0.35052	0.818
TCGA_97_8175_01A	30	0.551	39.594	131.98%	6.137	83.514%	1.29756	0.397
TCGA_97_A4M0_01A	466	0.963	129.425	27.774%	19.418	26.918%	0.09609	0.934
TCGA_97_A4M1_01A	47	0.743	44.653	95.006%	6.878	67.122%	0.88133	0.654
TCGA_97_A4M3_01A	241	0.926	107.643	44.665%	15.199	37.774%	0.1977	0.879
TCGA_99_7458_01A	516	0.972	140.532	27.235%	19.041	23.438%	0.0808	0.952
TCGA_J2_8194_01A	166	0.88	85.159	51.301%	11.713	47.502%	0.29399	0.757
TCGA_J2_A4AD_01A	381	0.952	137.027	35.965%	21.771	31.506%	0.14634	0.931
TCGA_J2_A4AG_01A	96	0.818	68.872	71.742%	9.711	57.624%	0.48008	0.707
TCGA_L4_A4E5_01A	396	0.95	139.424	35.208%	20.164	31.24%	0.12494	0.916
TCGA_L9_A443_01A	292	0.925	120.197	41.163%	17.178	38.108%	0.19487	0.861
TCGA_L9_A444_01A	643	0.967	171.607	26.688%	27.738	25.744%	0.07969	0.946
TCGA_MP_A4T4_01A	443	0.949	150.35	33.939%	22.095	31.691%	0.12206	0.911
TCGA_MP_A4T9_01A	42	0.704	43.67	103.976%	6.228	71.44%	0.83814	0.588
TCGA_MP_A4TF_01A	497	0.967	157.056	31.601%	19.719	25.413%	0.11668	0.942
TCGA_MP_A4TH_01A	131	0.834	85.558	65.311%	11.067	55.129%	0.39381	0.674
TCGA_NJ_A4YQ_01A	1298	0.988	230.954	17.793%	31.936	15.424%	0.03539	0.98
TCGA_NJ_A55O_01A	163	0.897	89.172	54.707%	13.623	44.363%	0.27775	0.851
TCGA_O1_A52J_01A	199	0.921	92.905	46.686%	12.146	39.181%	0.23846	0.858
