MutationType	DBS78A	DBS78B	DBS78C	DBS78D	DBS78E	DBS78F
AC>CA	0.0005690355349275933	0.00490585602785103	0.008451491297705616	0.01455544470522625	0.0059099822189897285	0.0103048744438928
AC>CG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AC>CT	0.0010605878570640924	0.001965084283539795	0.005937029639900402	0.005707494327743348	0.007605481022054618	0.003925132140132206
AC>GA	0.00018400222022989964	0.004384184910400109	0.00545944777679324	0.005512344286710231	0.0036922529189610032	0.002884238896077136
AC>GG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AC>GT	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AC>TA	0.00013725816408822312	0.0038108061375578474	0.011011319070740483	0.0043080748405452595	0.00822087701985879	0.010180290367795806
AC>TG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AC>TT	0.00016341707466835942	0.007097250123406411	0.003936411178292048	0.0020094031777500732	0.002526358141201399	0.007506021264634519
AT>CA	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AT>CC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AT>CG	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AT>GA	0.00041377077222477966	0.00190676893249929	0.005350939168331479	0.0016992158443747485	0.002115616700117471	0.0020605593028564326
AT>GC	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
AT>TA	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
CC>AA	0.9497512596845626	0.03165585586586445	0.05063646236585555	0.03186328852392535	3.4183503139502136e-05	0.045357993319039454
CC>AG	1.1557275034576461e-06	0.012175288930697548	0.0016584816314990734	0.002649780050205531	0.517087417847797	0.004312994484018918
CC>AT	0.0019713496351944125	0.4650005523140044	0.01859610922557267	0.014991627697330347	0.023348358383332445	0.008388976460195758
CC>GA	0.0021849326127318137	0.03037538834517086	0.050491622549957926	0.035635141434871294	0.027819188088845266	0.04605426314291094
CC>GG	0.0006720702014354174	0.005588598413291095	0.015904703580650423	0.01461575716774064	0.015853382618284607	0.010424146895334729
CC>GT	0.00025637889050699413	0.004071418650032683	0.00793867968165216	0.006639634453983803	0.00564880247386327	0.014954577404591874
CC>TA	4.8121736020618756e-05	0.0255954194910106	0.023461216932504955	0.017693163274033454	0.024369049684800075	0.03735796336404263
CC>TG	0.0008861605965427462	0.006530847902736099	0.02145965573091189	0.012322961228579885	0.011393560176591908	0.02257057510366863
CC>TT	0.0022287383215120115	0.03798842736095139	0.06322298795814502	0.03587005666440973	0.04315975184208139	0.03036644547800092
CG>AT	0.0003262694134853916	0.0034770421392303773	0.007976727835552993	0.004120135941129206	0.006084471944361667	0.0055594062128875524
CG>GC	8.579582428296816e-05	0.0015315993104431413	0.0043394419530068265	0.001011249828475229	0.006220631145488369	0.0005505495088186762
CG>GT	0.0014796741924396884	0.00527099665133612	0.01634471797476337	0.023598930886507788	0.00166274531701049	0.00593350393566121
CG>TA	1.2889623412775109e-05	1.2046920355714974e-05	1.746485707371903e-05	1.505314633504895e-05	2.0889238512609155e-05	1.7848014304036043e-05
CG>TC	0.004999522188140873	0.026724202178256745	0.030393853342542913	0.011214023778698276	0.0039100462537737714	0.010828357411421621
